Operator,Station,Lattitude,Longitude,Charger,AC,DC,Province
EAANYWHERE,ร้านอาหาร กุ้งเผา2 น้ำปิงรีสอร์ท จ.นครสวรรค์,15.730931,100.115442,4,2,2,Nakhon Sawan 
EAANYWHERE,โรงแรม ลีลาวดีโฮม (จ.นครสวรรค์),15.707756,100.133404,2,2,0,Nakhon Sawan 
EAANYWHERE,ร้าน T-Space Coworking &amp; cafe นครสวรรค์,15.716676,100.11806,2,2,0,Nakhon Sawan 
EAANYWHERE,CALTEX ไพศาลนครสวรรค์,15.750086,100.122142,2,0,2,Nakhon Sawan 
EAANYWHERE,ไอเดีย เฟอร์นิเจอร์ มอลล์ จ.นครสวรรค์,15.736709,100.118296,2,2,0,Nakhon Sawan 
EAANYWHERE,ปั๊มแก๊ส เกษตรพัฒนา 1993 (จ.นครสวรรค์),15.775353,100.121294,3,1,2,Nakhon Sawan 
EAANYWHERE,โรงแรม บ้านสวนรีสอร์ท (จ.นครสรรค์),15.697618,100.119573,4,2,2,Nakhon Sawan 
OR,PTT Station สาขาสิชล,9.003393696,99.8816567,3,1,2,Nakhon Si Thammarat 
OR,PTT Station บจ.วี คอร์ป,8.155013882,99.69586815,3,1,2,Nakhon Si Thammarat 
PEA VOLTA,PEA VOLTA บางจาก ทุ่งสง,8.175095,99.6311276,5,1,4,Nakhon Si Thammarat 
EAANYWHERE,เมเจอร์ เฟอร์นิเจอร์ มอลล์ (2012),8.480461,99.963501,2,2,0,Nakhon Si Thammarat 
OR,PTT Station สาขาดู่ใต้,18.74737684,100.7565152,3,1,2,Nan 
EAANYWHERE,บริษัท ถ่านเมืองน่าน จำกัด (จ.น่าน),18.625593,100.739505,3,1,2,Nan 
EVOLT,Faculty of Engineering,6.437674,101.785507,4,2,2,Narathiwat 
EVOLT,Office of the President,6.456555,101.78954,4,2,2,Narathiwat 
EAANYWHERE,MG ร่วมใจเอ็มจีหนองบัวลำภู,17.234447,102.398653,2,0,2,Nong Bua Lam Phu 
PEA VOLTA,PEA VOLTA บางจาก เมืองหนองคาย,17.89063,102.77594,5,1,4,Nong Khai 
Elex by EGAT,ตึกผู้ว่าการฯ สำนักงานกลาง กฟผ.2 ท.100,13.810481,100.506343,3,1,2,Nonthaburi 
Elex by EGAT,ศูนย์การเรียนรู้ สนก.กฟผ.,13.812466,100.511692,1,0,1,Nonthaburi 
Elex by EGAT,หน้าร้านกาแฟคุณสายชล,13.811783,100.505717,3,3,0,Nonthaburi 
EVOLT,Impact - The Portal,13.911385,100.54736,1,1,0,Nonthaburi 
EVOLT,Impact - Beehive,13.91012,100.53892,1,1,0,Nonthaburi 
EVOLT,Impact - P1,13.912745,100.54651,1,1,0,Nonthaburi 
EVOLT,5th element - The Mall Ngamwongwan,13.85548159,100.542167,4,4,0,Nonthaburi 
EVOLT,Impact - P3,13.91198727,100.5504574,2,2,0,Nonthaburi 
MEA,การไฟฟ้านครหลวง เขตบางใหญ่,13.848676,100.435293,2,1,1,Nonthaburi 
MEA,การไฟฟ้านครหลวง ฝ่ายธุรกิจขนส่งและผลิตภัณฑ์ บางพูด,13.927893,100.527487,1,1,0,Nonthaburi 
MEA,การไฟฟ้านครหลวง เขตนนทบุรี,13.867558,100.51907,2,2,0,Nonthaburi 
MEA,การไฟฟ้านครหลวง เขตบางบัวทอง,13.945694,100.379544,2,2,0,Nonthaburi 
MEA,คอนโดริเวอร์ไรน์เพลส,13.82864,100.500747,2,2,0,Nonthaburi 
on-ion(ARUN+),The Crystal SB Ratchapruek,13.809674,100.448058,3,3,0,Nonthaburi 
on-ion(ARUN+),The Crystal Chaiyapruek,13.9225252,100.474617,3,3,0,Nonthaburi 
OR,PTT Station สาขาประชาชื่น2,13.874281,100.547144,4,2,2,Nonthaburi 
SHARGE,The Politan Breeze,13.874191,100.47903,2,2,0,Nonthaburi 
SHARGE,The Politan Aqua,13.875611,100.479,2,2,0,Nonthaburi 
SHARGE,The Politan Rive,13.874046,100.478588,2,2,0,Nonthaburi 
SHARGE,Shell Bangyai,13.83579154,100.4141033,3,1,2,Nonthaburi 
SHARGE,TAP Brewery (Heineken),14.08339,100.31064,1,1,0,Nonthaburi 
EAANYWHERE,"Bridgestone A.C.T (Thailand) Co.,Ltd. Chaengwatthana Branch",13.897306,100.548114,4,2,2,Nonthaburi 
EAANYWHERE,"Bridgestone A.C.T (Thailand) Co.,Ltd. Changwattana 17 Branch",13.905722,100.525119,4,2,2,Nonthaburi 
EAANYWHERE,มหาวิทยาลัยราชพฤกษ์,13.82362,100.459832,4,2,2,Nonthaburi 
EAANYWHERE,SUSCO สาขาบางใหญ่,13.857596,100.412083,3,1,2,Nonthaburi 
EAANYWHERE,SUSCO สาขาติวานนท์,13.91258,100.50906,2,0,2,Nonthaburi 
EAANYWHERE,SUSCO สาขาบางบัวทอง(ไทรน้อย),13.954106,100.367843,3,1,2,Nonthaburi 
EAANYWHERE,My Ville บางใหญ่,13.831652,100.413726,2,0,2,Nonthaburi 
EAANYWHERE,บางกอกเดย์ราม่า,13.821693,100.427679,2,0,2,Nonthaburi 
EAANYWHERE,SCB สาขา รัตนาธิเบศร์,13.874804,100.41461,3,3,0,Nonthaburi 
EAANYWHERE,ร้านอาหาร Chuan Kitchen (เมืองทองธานี),13.915088,100.542605,3,1,2,Nonthaburi 
EAANYWHERE,7-Eleven เรวดี 17 (11826),13.854632,100.512433,2,0,2,Nonthaburi 
EAANYWHERE,7-Eleven สินบดี จุด 2 (14399),13.915549,100.437424,2,0,2,Nonthaburi 
EAANYWHERE,7-Eleven ทานสัมฤทธิ์ (14251),13.871941,100.52849,2,0,2,Nonthaburi 
EAANYWHERE,7-Eleven นนทบุรี ซอย8 (เลี่ยงเมืองนนท์) (14683),13.863557,100.492669,2,0,2,Nonthaburi 
EAANYWHERE,7-Eleven ประชาราษฎร์ 16/1 (14684),13.844058,100.501694,2,0,2,Nonthaburi 
EAANYWHERE,7-Eleven รัตนาธิเบศร์ 22 แยก 1 (14250),13.863901,100.504815,2,0,2,Nonthaburi 
EAANYWHERE,7-Eleven งามวงศ์วาน 23 แยก18 (14485),13.867708,100.535624,2,0,2,Nonthaburi 
EAANYWHERE,บริษัท ดูโฮม จำกัด (มหาชน) สาขาบางบัวทอง,13.949241,100.421632,3,1,2,Nonthaburi 
EAANYWHERE,บิ๊กซี-Extra บางใหญ่,13.882996,100.408001,3,3,0,Nonthaburi 
EAANYWHERE,บิ๊กซี ไทรน้อย,13.985333,100.319314,2,0,2,Nonthaburi 
EAANYWHERE,The Visda Park,13.94576,100.380276,2,0,2,Nonthaburi 
EAANYWHERE,โรงแรม ศศิศุขสันต์ บางบัวทอง,13.958158,100.42699,4,2,2,Nonthaburi 
EAANYWHERE,บริษัท ส สิณีเซอร์วิส จำกัด,13.930394,100.483629,4,2,2,Nonthaburi 
EAANYWHERE,สนามบินน้ำมาร์เก็ตพาร์ต,13.881065,100.496691,4,2,2,Nonthaburi 
EAANYWHERE,CALTEX (สินทรัพย์มงคลชัย),13.942148,100.540804,3,1,2,Nonthaburi 
EAANYWHERE,Crystal Park สาขาราชพฤกษ์,13.809534,100.448341,3,3,0,Nonthaburi 
EAANYWHERE,สัมมากรเพลส สาขาราชพฤกษ์ ST.1,13.912511,100.4495,3,3,0,Nonthaburi 
EAANYWHERE,The Walk สาขาราชพฤกษ์,13.821103,100.449197,6,4,2,Nonthaburi 
EAANYWHERE,CALTEX บางใหญ่,13.867307,100.410152,2,0,2,Nonthaburi 
EAANYWHERE,ตลาดต้นสัก,13.872538,100.481446,2,1,1,Nonthaburi 
EAANYWHERE,LPG เลิศราชพฤกษ์,13.928569,100.443835,3,1,2,Nonthaburi 
EAANYWHERE,เลิศราชพฤกษ์ (สาขา ซอย บางเลน 10/4),13.852365,100.437749,3,1,2,Nonthaburi 
EAANYWHERE,MG International (NCI),13.907541,100.401312,2,0,2,Nonthaburi 
EAANYWHERE,Versailles Palace Restaurant Nonthaburi,13.87115,100.481051,2,0,2,Nonthaburi 
EAANYWHERE,ROBINSON ศรีสมาน,13.938638,100.554162,4,2,2,Nonthaburi 
EAANYWHERE,ร้านอาหาร นิตยาไก่ย่าง ถ.ประชาชื่น,13.864403,100.546585,2,2,0,Nonthaburi 
Elex by EGAT,Market Village รังสิต,14.00001177,100.68453,3,3,0,Pathum Thani 
Elex by EGAT,สนามกอล์ฟ ริเวอร์เดล,13.981042,100.540037,2,2,0,Pathum Thani 
Elex by EGAT,Future Park Rangsit (out-door),13.990924,100.616989,3,3,0,Pathum Thani 
Elex by EGAT,Future Park Rangsit (in-door),13.989152,100.618384,4,4,0,Pathum Thani 
EVOLT,Thammasat Rangsit Campus,14.073526,100.602218,1,1,0,Pathum Thani 
EVOLT,Puey Centenary Hall &amp; Park,14.07112,100.61095,1,1,0,Pathum Thani 
EVOLT,Thanya Golf Club,13.9528172,100.6965385,2,2,0,Pathum Thani 
OR,PTT Station สาขาวงแหวนตะวันตก (ขาเข้า),14.109846,100.5337974,0,0,0,Pathum Thani 
OR,PTT Station สาขาแยกสันติสุข,14.03048293,100.5316,1,1,0,Pathum Thani 
OR,PTT Station สาขาคลองหลวง กม.6,14.06657027,100.6728582,1,1,0,Pathum Thani 
OR,PTT Station บจ.ปิโตรเลียม(ถ.347),14.113372,100.569608,3,2,1,Pathum Thani 
PEA VOLTA,PEA VOLTA รังสิต,14.04528141,100.6161881,2,0,2,Pathum Thani 
SHARGE,Dcondo Campus Resort Dome-Rangsit,14.07730237,100.6049456,2,2,0,Pathum Thani 
EAANYWHERE,"Bridgestone A.C.T (Thailand) Co.,Ltd. สาขา รังสิต-นครนายก คลอง 4",14.004672,100.697398,1,1,0,Pathum Thani 
EAANYWHERE,"นราธร14 co.,LTD.",14.001425,100.614327,4,4,0,Pathum Thani 
EAANYWHERE,บริษัท ดูโฮม จำกัด (มหาชน) สาขารังสิต-นครนายก คลอง6,14.027353,100.750444,2,2,0,Pathum Thani 
EAANYWHERE,ตลาดโรงเกลือท้ายเกาะ,14.108348,100.506996,4,2,2,Pathum Thani 
EAANYWHERE,Standard NGV (ปทุมธานีสายเก่า),14.008741,100.532659,2,0,2,Pathum Thani 
EAANYWHERE,บริษัท โอสุ เนเจอรัล แก๊ส จำกัด ซ.คลองหลวง 50,14.035751,100.616568,2,2,0,Pathum Thani 
EAANYWHERE,สถาบัน AIT รังสิต ST.1,14.076571,100.613892,4,2,2,Pathum Thani 
EAANYWHERE,สถาบัน AIT รังสิต ST.2,14.081627,100.613339,3,3,0,Pathum Thani 
EAANYWHERE,ม.ธรรมศาสตร์ศูนย์รังสิต ST.1,14.076432,100.596284,3,1,2,Pathum Thani 
EVOLT,The Sands Khao Lak,8.649422065,98.24944095,1,1,0,Phang-nga 
OR,PTT Station หจก.กัลปพฤกษ์,8.431313108,98.51931475,3,1,2,Phang-nga 
PEA VOLTA,PEA VOLTA บางจาก เมืองพังงา,8.42492,98.479834,5,1,4,Phang-nga 
PEA VOLTA,PEA VOLTA บางจาก ชะอวด,7.898508,99.928921,5,1,4,Phatthalung 
OR,PTT Station หจก.วันสิริ เซอร์วิส (CODO),19.14557898,99.91219896,3,1,2,Phayao 
PEA VOLTA,PEA VOLTA พะเยา,19.199128,99.873795,5,1,4,Phayao 
OR,PTT Station สาขาสวัสดิการมหาวิทยาลัยราชภัฏเพชรบูรณ์,16.453376,101.153513,3,1,2,Phetchabun 
PEA VOLTA,PEA VOLTA หล่มสัก,16.760784,101.216408,5,1,4,Phetchabun 
Elex by EGAT,PT เขาย้อย,13.31474206,99.82714056,2,0,2,Phetchaburi 
OR,PTT Station บจ.ไนซ์ปิโตรเลียมเพชรบุรี,13.118076,99.907981,3,1,2,Phetchaburi 
OR,PTT Station บจ.เฮงปิโตรเลียมบริการ 2013,12.987461,99.901172,3,1,2,Phetchaburi 
OR,PTT Station สาขาชะอำ,12.79909231,99.97192449,3,1,2,Phetchaburi 
PEA VOLTA,PEA VOLTA บางจาก วังมะนาว (เพชรเกษม ขาออก),13.318703,99.827723,5,1,4,Phetchaburi 
PEA VOLTA,PEA VOLTA บางจาก ชะอำ,12.81797,99.94063,5,1,4,Phetchaburi 
PEA VOLTA,PEA VOLTA เขาย้อย,13.26557732,99.82255554,3,1,2,Phetchaburi 
SHARGE,Vala Huahin,12.72504928,99.96242587,2,2,0,Phetchaburi 
EAANYWHERE,FN Outlet สาขาเพชรบุรี (PHETCHABURI),13.138882,99.855552,4,2,2,Phetchaburi 
EAANYWHERE,FN Factory Outlet สาขาหัวหิน (HUA HIN),12.66626,99.95199,3,1,2,Phetchaburi 
EAANYWHERE,โชว์รูม โตโยต้าชัวร์ เมืองเพชร,12.996351,99.907608,3,1,2,Phetchaburi 
EAANYWHERE,ROBINSON เพชรบุรี,13.063699,99.946708,3,3,0,Phetchaburi 
EAANYWHERE,ร้านอาหาร ครัวบ้านขวัญ วังมะนาว ST.1,13.322032,99.828791,12,12,0,Phetchaburi 
EAANYWHERE,ร้านอาหาร ครัวบ้านขวัญ วังมะนาว ST.2,13.322579,99.828651,4,2,2,Phetchaburi 
PEA VOLTA,PEA VOLTA บางจาก บึงนาราง,16.185515,100.12824,5,1,4,Phichit 
EVOLT,The Zense Boutique Hotel,16.80935998,100.2263765,2,2,0,Phitsanulok 
OR,PTT Station สาขาพิษณุโลก,16.8175,100.319,3,1,2,Phitsanulok 
PEA VOLTA,PEA VOLTA บางจาก เมืองพิษณุโลก (ข้างเซ็นทรัล),16.842585,100.231461,5,1,4,Phitsanulok 
PEA VOLTA,PEA VOLTA บางจาก เมืองพิษณุโลก (ทล.11 กม.228),16.851477,100.347069,5,1,4,Phitsanulok 
EAANYWHERE,พิษณุโลก ยูไนเต็ด จ.พิษณุโลก,16.799991,100.223288,2,2,0,Phitsanulok 
EAANYWHERE,พิษณุโลกแดนพรีท (Solar Rest Station),16.849142,100.338223,3,1,2,Phitsanulok 
Elex by EGAT,โรงไฟฟ้าวังน้อย,14.236698,100.777578,1,0,1,Phra Nakhon Si Ayutthaya 
Elex by EGAT,PT วังน้อย5(ถ.พหลโยธิน กม.72),14.260597,100.775009,2,0,2,Phra Nakhon Si Ayutthaya 
EVOLT,Western Digital,14.20501282,100.5854607,1,1,0,Phra Nakhon Si Ayutthaya 
EVOLT,Central Plaza Ayutthaya,14.33154857,100.6118697,2,2,0,Phra Nakhon Si Ayutthaya 
OR,PTT Station สาขาวังน้อย,14.28964,100.818005,3,1,2,Phra Nakhon Si Ayutthaya 
OR,PTT Station สาขาสาขาบางปะอิน,14.228472,100.610347,3,1,2,Phra Nakhon Si Ayutthaya 
OR,OR Space ถ.พหลโยธิน กม.56.5,14.195169,100.645326,6,4,2,Phra Nakhon Si Ayutthaya 
OR,สถานี สาขานิคมโรจนะ,14.321293,100.633112,3,1,2,Phra Nakhon Si Ayutthaya 
PEA VOLTA,PEA VOLTA บางจาก บางปะอิน (สายเอเชีย กม. 62 ขาออก),14.26525,100.61233,5,1,4,Phra Nakhon Si Ayutthaya 
PEA VOLTA,PEA VOLTA บางจาก วังน้อย (พหลโยธิน กม.57),14.19522,100.6462,5,1,4,Phra Nakhon Si Ayutthaya 
PEA VOLTA,PEA VOLTA พระนครศรีอยุธยา,14.38348198,100.6033554,3,1,2,Phra Nakhon Si Ayutthaya 
EAANYWHERE,ศูนย์การค้า Porto Go บางปะอิน,14.201432,100.607794,3,3,0,Phra Nakhon Si Ayutthaya 
EAANYWHERE,MG อยุธยา,14.323089,100.614251,2,0,2,Phra Nakhon Si Ayutthaya 
EAANYWHERE,FN Outlet สาขาอยุธยา (AYUDHAYA),14.245979,100.614168,6,6,0,Phra Nakhon Si Ayutthaya 
OR,PTT Station บจ.พลกฤตเซอร์วิสเอ็นเนอร์ยี่,18.11714835,100.153145,3,1,2,Phrae 
PEA VOLTA,PEA VOLTA แพร่,18.114801,100.149204,5,1,4,Phrae 
EAANYWHERE,Global house แพร่,18.107636,100.137151,2,0,2,Phrae 
EAANYWHERE,ปั้มน้ำมัน ไตรศรีประพรรดิ จำกัด,18.143434,100.148366,2,0,2,Phrae 
EVOLT,Luxury Fleet Car,7.81055676,98.40257771,2,2,0,Phuket 
EVOLT,Splash Bleach Resort,8.118056,98.306672,1,1,0,Phuket 
EVOLT,Blue Canyon Country Club,8.1033319,98.328229,1,1,0,Phuket 
EVOLT,Yacht Heaven Marina,8.17048047,98.33771047,1,1,0,Phuket 
EVOLT,Supicha Pool Access Hotel,7.95607873,98.38559984,1,1,0,Phuket 
EVOLT,Grand Supicha City Hotel,7.88851377,98.3970541,1,1,0,Phuket 
EVOLT,Pullman Phuket Acadia,8.0633473,98.276614,1,1,0,Phuket 
EVOLT,The Proud Condominium,7.772634,98.318416,1,1,0,Phuket 
EVOLT,Phuket Island view,7.8327899,98.295271,1,1,0,Phuket 
EVOLT,Kalima resort &amp; spa phuket,7.91734114,98.28446808,1,1,0,Phuket 
EVOLT,Canal Village Laguna Shopping,8.00178857,98.29598797,1,1,0,Phuket 
EVOLT,The Naka Phuket,7.92605616,98.26710273,1,1,0,Phuket 
EVOLT,Mida Grande Resort Phuket,7.97804364,98.28557411,1,1,0,Phuket 
EVOLT,Pullman Phuket Panwa Beach Resort,7.81048235,98.40257771,1,1,0,Phuket 
EVOLT,Smile Tennis Academy Phuket,7.90553244,98.37393897,1,1,0,Phuket 
EVOLT,Central Plaza Phuket Florasta,7.889590553,98.36625801,2,2,0,Phuket 
EVOLT,Deevana Patong Resort &amp; Spa,7.900837606,98.30259656,1,1,0,Phuket 
EVOLT,Deevana Plaza Phuket Patong,7.885565147,98.29438127,1,1,0,Phuket 
EVOLT,Poolrada Boutique Hotel,8.02668017,98.32852983,1,1,0,Phuket 
EVOLT,Ramada By Wyndham Phuket,7.90094008,98.30197728,1,1,0,Phuket 
EVOLT,The Shore At Katathani,7.80319665,98.30026528,1,1,0,Phuket 
EVOLT,Porto De Phuket,7.992136854,98.30527866,3,3,0,Phuket 
EVOLT,Hilton Garden Inn Phuket Bang Tao,7.996522687,98.29971906,1,1,0,Phuket 
OR,PTT Station สาขาภูเก็ต,8.005133803,98.34309215,3,1,2,Phuket 
OR,PTT Station สาขากะทู้2,7.911796,98.342402,3,1,2,Phuket 
OR,PTT Station สาขาสนามบินภูเก็ต,8.095376,98.3081632,3,1,2,Phuket 
PEA VOLTA,PEA VOLTA บางจาก กะทู้,7.908677,98.344771,5,1,4,Phuket 
PEA VOLTA,PEA VOLTA บางจาก เมืองภูเก็ต,7.807702,98.336798,5,1,4,Phuket 
SHARGE,The Base Central Phuket,7.889023,98.364265,2,2,0,Phuket 
EAANYWHERE,InterContinental Phuket,7.962614,98.284893,5,3,2,Phuket 
EVOLT,Western Digital Prachinburi,13.91288716,101.5705521,6,0,6,Prachin Buri 
EAANYWHERE,โรงแรม PRY 1 Station 1 (บ.ทิวป่าไม้งามฯ),14.218544,101.405759,2,2,0,Prachin Buri 
EAANYWHERE,โรงแรม PRY 1 Station 2 (บ.ทิวป่าไม้งามฯ),14.216603,101.406295,3,3,0,Prachin Buri 
EAANYWHERE,ROBINSON ปราจีนบุรี,14.058928,101.395934,2,0,2,Prachin Buri 
Elex by EGAT,Market village หัวหิน,12.558122,99.960226,3,1,2,Prachuap Khiri Khan 
Elex by EGAT,PT บางสะพานน้อย,11.083353,99.369784,2,0,2,Prachuap Khiri Khan 
EVOLT,Hilton Hua Hin Resort &amp; Spa,12.57072512,99.96043761,1,1,0,Prachuap Khiri Khan 
OR,PTT Station บจ.ส.สมบูรณ์ทรัพย์ปิโตรเลียม,12.1025724,99.85310755,3,1,2,Prachuap Khiri Khan 
OR,PTT Station บจ.ปตท สามร้อยยอด,12.22538,99.86777,3,1,2,Prachuap Khiri Khan 
OR,PTT Station บจ.ช้างเผือกปิโตรเลียม,11.2645826,99.4379566,3,1,2,Prachuap Khiri Khan 
PEA VOLTA,PEA VOLTA บางจาก ทับสะแก,11.54551,99.630973,5,1,4,Prachuap Khiri Khan 
PEA VOLTA,PEA VOLTA หัวหิน,12.55186462,99.96103668,3,1,2,Prachuap Khiri Khan 
SHARGE,Peri Huahin,12.54795148,99.96313422,2,2,0,Prachuap Khiri Khan 
SHARGE,La Habana Huahin,12.53419907,99.9675095,2,2,0,Prachuap Khiri Khan 
SHARGE,The standard Huahin,12.61640438,99.95298287,4,4,0,Prachuap Khiri Khan 
SHARGE,Esso Huahin,12.57408372,99.95555942,3,1,2,Prachuap Khiri Khan 
EAANYWHERE,"Bridgestone A.C.T (Thailand) Co.,Ltd. Hun Hin Branch",12.580184,99.952901,2,2,0,Prachuap Khiri Khan 
EAANYWHERE,บ้านราชดำเนิน หัวหิน รีสอร์ท (หัวหิน),12.557457,99.961173,3,1,2,Prachuap Khiri Khan 
EAANYWHERE,HOLIDAY INN HOTEL 1,12.531753,99.962632,6,6,0,Prachuap Khiri Khan 
EAANYWHERE,HOLIDAY INN HOTEL 2,12.531887,99.963009,3,1,2,Prachuap Khiri Khan 
EAANYWHERE,BLUPORT (Floor G),12.547687,99.962177,4,2,2,Prachuap Khiri Khan 
EAANYWHERE,ปั้มแก๊ส ไทยแก๊สปิโตรเลี่ยม จำกัด (ปราณบุรี),12.378388,99.891013,3,1,2,Prachuap Khiri Khan 
EVOLT,Bgrimm PIC RATCHABURI,13.638798,99.843068,1,1,0,Ratchaburi 
OR,PTT Station สาขาราชบุรี,13.467366,99.797776,3,1,2,Ratchaburi 
EAANYWHERE,ROBINSON ราชบุรี,13.534148,99.811539,3,3,0,Ratchaburi 
EAANYWHERE,โรงแรมเวสเทิร์นแกรนราชบุรี (จ.ราชบุรี),13.537991,99.807647,3,3,0,Ratchaburi 
EAANYWHERE,MG ก้องกังวาล ราชบุรี,13.485609,99.79531,2,0,2,Ratchaburi 
on-ion(ARUN+),EECi Zone A1-4 (Parking),13.017246,101.446363,4,4,0,Rayong 
on-ion(ARUN+),EECi Zone B (Entrance 1),13.008253,101.446386,2,2,0,Rayong 
on-ion(ARUN+),EECi Zone Kvis (Entrance 2),13.001061,101.451227,1,1,0,Rayong 
on-ion(ARUN+),EECi Zone IOC Building,12.981523,101.452306,1,1,0,Rayong 
on-ion(ARUN+),EECi B08-Shuttle Bus Terminal,12.98022,101.453278,1,1,0,Rayong 
on-ion(ARUN+),EECi Zone MV.3 (Entrance 3),12.968394,101.464711,1,1,0,Rayong 
OR,PTT Station สาขาโรงแยกก๊าซระยอง,12.72253759,101.1518516,1,1,0,Rayong 
OR,สถานีบริการ สาขาระยอง-บ้านฉาง กม.192 (ขาเข้า),12.716586,101.039481,2,0,2,Rayong 
OR,สถานีบริการ สาขาตำบลมาบข่า,12.767772,101.169578,1,1,0,Rayong 
PEA VOLTA,PEA VOLTA บางจาก แกลง,12.78675,101.67267,5,1,4,Rayong 
PEA VOLTA,PEA VOLTA บางจาก เมืองระยอง,12.6825,101.254501,5,1,4,Rayong 
EAANYWHERE,Dvaree Diva Central Rayong,12.683249,101.251199,2,2,0,Rayong 
EAANYWHERE,สตาร์ โฮเต็ล จ.ระยอง,12.686131,101.271089,3,1,2,Rayong 
EAANYWHERE,ศิลามั่นคง ปิโตรเลียม ระยอง,12.841976,101.118928,2,0,2,Rayong 
EAANYWHERE,ตลาดสตาร์ระยอง (จ.ระยอง),12.687207,101.272193,3,1,2,Rayong 
EAANYWHERE,Star IT Rayong (จ.ระยอง),12.686082,101.270084,3,3,0,Rayong 
EAANYWHERE,ECF (ระยอง),12.800445,101.63971,4,2,2,Rayong 
EAANYWHERE,FN Factory Outlet สาขาระยอง (Rayong),12.742561,101.200969,2,2,0,Rayong 
EAANYWHERE,ศูนย์การค้า แสงทอง พลัส จ.ระยอง,12.682672,101.264925,3,1,2,Rayong 
PEA VOLTA,PEA VOLTA ร้อยเอ็ด,16.045468,103.626819,5,1,4,Roi Et 
EAANYWHERE,ROBINSON ร้อยเอ็ด,16.060749,103.617304,2,0,2,Roi Et 
PEA VOLTA,PEA VOLTA สระแก้ว,13.839046,102.046313,5,1,4,Sa Kaeo 
EAANYWHERE,MG สกลนคร,17.180447,104.116273,2,0,2,Sakon Nakhon 
EAANYWHERE,ROBINSON สกลนคร,17.178674,104.119626,3,3,0,Sakon Nakhon 
Elex by EGAT,Market Village สุวรรณภูมิ,13.631993,100.71186,3,3,0,Samut Prakan 
MEA,การไฟฟ้านครหลวง เขตสมุทรปราการ,13.595212,100.606939,1,1,0,Samut Prakan 
MEA,การไฟฟ้านครหลวง เขตบางพลี,13.641265,100.713819,1,1,0,Samut Prakan 
OR,PTT Station สาขากิ่งแก้ว,13.6585,100.717,3,1,2,Samut Prakan 
OR,PTT Station สาขาศรีนครินทร์ บางเมือง,13.61549338,100.6213884,3,1,2,Samut Prakan 
OR,PTT Station สาขาบางนา-ตราด กม.16,13.6171,100.747544,3,1,2,Samut Prakan 
SHARGE,RakXa,13.6734945,100.5774244,2,2,0,Samut Prakan 
SHARGE,Supalai Veranda Sukhumvit 117,13.63514,100.5913,2,2,0,Samut Prakan 
SHARGE,Esso Bang Na,13.6517637,100.6776403,3,1,2,Samut Prakan 
EAANYWHERE,Car Magic แบริ่ง,13.645606,100.635699,3,3,0,Samut Prakan 
EAANYWHERE,Siam Premium Outlets,13.693468,100.829465,5,2,3,Samut Prakan 
EAANYWHERE,SK Home,13.623727,100.757497,3,1,2,Samut Prakan 
EAANYWHERE,SUSCO สาขาบางยอ,13.67046,100.5562,3,1,2,Samut Prakan 
EAANYWHERE,Kins ทำเบาะรถยนต์ เทพารักษ์,13.63614,100.611272,2,0,2,Samut Prakan 
EAANYWHERE,ซี พี เอ็น ออยล์,13.599422,100.658184,2,0,2,Samut Prakan 
EAANYWHERE,7-Eleven ม.เอื้อพัฒนานิเวศน์ (หนามแดง) (10541),13.629384,100.633024,2,0,2,Samut Prakan 
EAANYWHERE,7-Eleven กลางซอยศรีด่าน 22 (14748),13.646208,100.643274,2,0,2,Samut Prakan 
EAANYWHERE,บิ๊กซี ศรีนครินทร์,13.649796,100.640307,2,0,2,Samut Prakan 
EAANYWHERE,บิ๊กซี บางพลี,13.602798,100.707389,2,0,2,Samut Prakan 
EAANYWHERE,CALTEX Bangna-Trad Road Km.20,13.604462,100.776767,2,0,2,Samut Prakan 
EAANYWHERE,ศูนย์การค้า May Market ถ.บางนา-ตราด,13.628836,100.718523,4,2,2,Samut Prakan 
EAANYWHERE,เมืองโบราณ บางปู ST.1,13.5393,100.622926,5,3,2,Samut Prakan 
EAANYWHERE,MG Nakornlaung (Bangna),13.629758,100.719774,2,0,2,Samut Prakan 
EAANYWHERE,MG Premier Automobile (KM.24),13.592996,100.8153,2,0,2,Samut Prakan 
EAANYWHERE,MG รุ่งเจริญ สาขาเทพารักษ์,13.620934,100.642418,2,0,2,Samut Prakan 
EAANYWHERE,ROBINSON สมุทรปราการ,13.583558,100.609553,4,2,2,Samut Prakan 
EAANYWHERE,บริษัท ไทยสัมพันธ์ปราการ จำกัด,13.620418,100.643611,3,1,2,Samut Prakan 
EAANYWHERE,หจก. ไทยสัมพันธ์ บางปู,13.545004,100.618148,3,1,2,Samut Prakan 
OR,PTT Station สาขาพระราม 2 (ขาเข้า),13.5935,100.3381,2,2,0,Samut Sakhon 
OR,PTT Station บจ.ท่าจีนรุ่งเรืองปิโตรเลียม,13.5429844,100.2378731,3,1,2,Samut Sakhon 
PEA VOLTA,PEA VOLTA บางจาก นาโคก (ขาออก),13.452056,100.084284,5,1,4,Samut Sakhon 
PEA VOLTA,PEA VOLTA สมุทรสาคร,13.54332638,100.2647705,3,1,2,Samut Sakhon 
EAANYWHERE,"Bridgestone A.C.T (Thailand) Co.,Ltd. Mahachi Branch",13.564517,100.279424,2,2,0,Samut Sakhon 
